gene_name,log2FoldChange,lfcSE,padj,pvalue,expression
COL26A1,-1.7302866595173,0.310913975212527,1.06222557927411e-08,4.08333013690502e-10,Down-regulated
LRRC26,-1.6099795454922,0.284968553277442,4.07819761642564e-09,1.41513048975933e-10,Down-regulated
KRT5,-1.10569654785913,0.18981216192785,3.37155815256049e-09,1.14351271016179e-10,Down-regulated
CACNG6,-1.13459526427031,0.190042684721524,1.38603063489184e-09,4.15582774544689e-11,Down-regulated
KRT72,-1.08442357584232,0.177772347267103,9.33585321871479e-10,2.66148315925842e-11,Down-regulated
ZNF556,-1.00455284716533,0.156873934320768,2.65634212696717e-10,6.43193975518478e-12,Down-regulated
TMEM132C,-1.46818275145493,0.217016721012855,1.10511779022031e-11,1.98871120493352e-13,Down-regulated
MMP28,-1.01855132333634,0.147638564521554,7.43478308755402e-12,1.27719833827402e-13,Down-regulated
FAT4,-1.03552460249883,0.144622313840117,1.45721132196223e-12,2.08480199142512e-14,Down-regulated
SCARA5,-1.21012923212383,0.167935102543307,8.15396118924306e-13,1.08708024496943e-14,Down-regulated
AJAP1,-1.23223511120274,0.172183433076976,7.32479814761306e-13,9.63027421525773e-15,Down-regulated
PRSS35,-1.98018686693431,0.264861699079175,5.64743204801577e-14,5.72867507637158e-16,Down-regulated
FEZ1,-1.06901285132787,0.138202035882342,1.30716560415581e-14,1.16754265639675e-16,Down-regulated
PRSS22,-1.53485254063056,0.200171398045482,1.1101181309663e-14,9.76917994790393e-17,Down-regulated
IGFBP6,-1.10785759755137,0.140119543662705,4.14188471388891e-15,3.32843662785508e-17,Down-regulated
MSLN,-1.41614557959767,0.280814227273017,6.79830276587558e-17,3.86898191871509e-19,Down-regulated
CDHR1,-1.00587739341666,0.115115621039942,3.48450108825112e-18,1.57910677973123e-20,Down-regulated
SLC4A10,-1.67542956505299,0.18786700699146,7.30628249737847e-19,2.86830397878851e-21,Down-regulated
