ID,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_name,transcript_biotype
ENSG00000141030,866.373205406112,0.00159527506894343,0.0442226724888276,0.971002158335199,0.987033634989238,COPS3,protein_coding
ENSG00000205309,154.40277236867,0.276662299274585,0.137422159289309,0.0114543446091795,0.0343395098970615,NT5M,protein_coding
ENSG00000141026,217.664170429962,-0.0786795360712867,0.0397326711568216,0.0502275899761743,0.114777406824958,MED9,protein_coding
ENSG00000108551,15.2619953004262,-0.460241565049388,0.110848009176072,3.42548502775815e-06,3.10617583965632e-05,RASD1,protein_coding
ENSG00000133027,101.711872107107,-0.196574271211188,0.0528128458214627,9.18138087070321e-05,0.000551813348482454,PEMT,protein_coding
ENSG00000108557,360.070608533082,-0.25853499036913,0.0494674747521256,6.84570743559807e-08,9.87814807270874e-07,RAI1,protein_coding
ENSG00000072310,1004.64880369813,-0.0825200669098477,0.0545815917953082,0.111914895725504,0.216913615288335,SREBF1,protein_coding
ENSG00000175662,765.144682744335,-0.146050945141511,0.0346823606461705,1.61076555729615e-05,0.00012046304622979,TOM1L2,protein_coding
ENSG00000171962,99.4007474562972,-0.233111925288251,0.0517244400855002,2.32172721505816e-06,2.20407290446017e-05,DRC3,protein_coding
ENSG00000171953,292.044359091715,-0.170913536799216,0.0389370820813056,6.23391601377682e-06,5.23687579430911e-05,ATPAF2,protein_coding
ENSG00000141034,328.854987563088,-0.0406749283399314,0.0596997055503875,0.470491389592078,0.62304281778646,GID4,protein_coding
ENSG00000108591,624.529047036317,-0.217203779698288,0.0345074728747916,1.13222077732294e-10,3.34414843443695e-09,DRG2,protein_coding
ENSG00000091536,22.1272760634231,-0.0243670175262474,0.0676306772622343,0.71738312170309,0.819071024641089,MYO15A,protein_coding
ENSG00000091542,1721.29018165345,-0.100404928322941,0.0341091962871916,0.00263057264140844,0.00998703210426664,ALKBH5,protein_coding
ENSG00000131899,449.177882366847,-0.22081608130395,0.039417716076221,7.94211822543595e-09,1.49967738869749e-07,LLGL1,protein_coding
ENSG00000177731,4572.32771112055,-0.0248644836589841,0.0483887725410831,0.593400279317017,0.725401535192842,FLII,protein_coding
ENSG00000177427,187.555377418088,-0.19687852831087,0.0347996979828795,9.94823023745839e-09,1.84003474869637e-07,MIEF2,protein_coding
ENSG00000177302,928.341465898868,0.0269326328566924,0.037559437196692,0.405257452248288,0.56285510091234,TOP3A,protein_coding
ENSG00000176994,2537.70451466464,0.119780963420028,0.0373684158148554,0.00108702978820108,0.00468086323818741,SMCR8,protein_coding
ENSG00000176974,249.285320543138,-0.00252424051103845,0.0447282680612926,0.906429014769558,0.946090967306648,SHMT1,protein_coding
ENSG00000214860,0.555803215596432,0.124505412733697,0.207990013573306,0.177180086335708,0.30800590833992,EVPLL,protein_coding
ENSG00000171916,172.991519764771,0.229105571434781,0.110292741496609,0.0140658069212499,0.0406466907179166,LGALS9C,protein_coding
ENSG00000189375,1.76903233379569,-0.168167779175145,0.140077416790231,0.104215875635107,0.205166727727312,TBC1D28,protein_coding
ENSG00000240445,350.589973067803,0.232507651394695,0.0951329166056072,0.00563423322293338,0.0189173467571845,FOXO3B,protein_coding
ENSG00000171931,2.16899728673794,-0.0937128265834495,0.133016470413633,0.333249431494701,0.489574179328426,FBXW10,protein_coding
ENSG00000171928,355.248001383858,0.177311327129744,0.0492739264842748,0.000194920411265435,0.00105852186137764,TVP23B,protein_coding
ENSG00000141127,547.859579118047,-0.110223035080244,0.0280960857835489,9.497503112014e-05,0.000568651574559677,PRPSAP2,protein_coding
ENSG00000188522,180.455159838386,-0.0715510064826929,0.0570610891683218,0.197603488709264,0.334470981156464,FAM83G,protein_coding
ENSG00000154025,748.000550640309,-0.217122649816794,0.0580166664832177,7.39410840515782e-05,0.000456318683592455,SLC5A10,protein_coding
ENSG00000154016,818.334759355369,-0.216071642456669,0.0585566574007466,9.17126946624712e-05,0.000551380265043471,GRAP,protein_coding
ENSG00000189152,143.509074699289,-0.203183068340192,0.0764048836775396,0.00348653664253545,0.0126684063122451,GRAPL,protein_coding
ENSG00000072134,170.68401783619,-0.345948044346979,0.0653543279483364,1.68591447604655e-08,2.92045632240395e-07,EPN2,protein_coding
ENSG00000108641,25.063581579215,-0.0473836245835314,0.0700917969749303,0.461484929259378,0.61492285688614,B9D1,protein_coding
ENSG00000166484,400.01207197036,-0.0853141963950083,0.0422016075160923,0.0370822867645104,0.0901358562987871,MAPK7,protein_coding
ENSG00000166482,19.4592080626984,-0.0254037785099679,0.0672345598526242,0.67065332712196,0.785931897909249,MFAP4,protein_coding
ENSG00000128482,21.8661594743821,0.105544719525931,0.0777677029500932,0.13759309014952,0.254417131272766,RNF112,protein_coding
ENSG00000142494,21.8537718931754,0.14058031682516,0.110270496953144,0.12288270396336,0.233287822440244,SLC47A1,protein_coding
ENSG00000072210,638.488553844673,-0.139000816788168,0.030049405466471,2.60212173146984e-06,2.43793947657878e-05,ALDH3A2,protein_coding
ENSG00000180638,7.34590502477014,-0.171651694549994,0.0991099207466056,0.0434054612310568,0.102146011629683,SLC47A2,protein_coding
ENSG00000108602,0.481269821235479,-0.0422870641849345,0.176122107703506,0.542166435261208,0.683974900578491,ALDH3A1,protein_coding
